long,lat,telefono,objeto,calle_nombre,calle_altura,calle_cruce,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.3934351243083,-34.6062217612577,,FARMACIA,RIOBAMBA,261.0,RIOBAMBA,Balvanera,Comuna 3,1025,C1025ABE
-58.4566234951501,-34.6052141203112,45841910,FARMACIA,ESPINOSA,1634.0,ESPINOSA,Caballito,Comuna 6,1416,C1416CEL
-58.4483133206851,-34.6340528739957,46328392,FARMACIA,CURAPALIGÜE,896.0,CURAPALIGÜE,Parque Chacabuco,Comuna 7,1406,C1406DAV
-58.4229180769106,-34.6308829199951,49246166,FARMACIA,AV PAVON,4183.0,AV PAVON,Boedo,Comuna 5,1253,C1253AAM
-58.3856692123176,-34.6248540961024,43045305,FARMACIA,,,,,,,
-58.5177682576308,-34.6058890446133,45015400,FARMACIA,PEDRO MORAN,4601.0,PEDRO MORAN,Villa Devoto,Comuna 11,1419,C1419HLK
-58.4562421000772,-34.6158651886334,,FARMACIA,NEUQUEN,1602.0,NEUQUEN,Caballito,Comuna 6,1406,C1406FOD
-58.4191523606749,-34.5832009938266,48310881,FARMACIA,AV SANTA FE,3944.0,AV SANTA FE,Palermo,Comuna 14,1425,C1425BHO
-58.4710370970123,-34.5866817357703,45239266,FARMACIA,AV COMBATIENTES DE MALVINAS,3005.0,AV COMBATIENTES DE MALVINAS,Villa Ortuzar,Comuna 15,,
-58.4980624828212,-34.6216748679176,46395347,FARMACIA,AV SEGUROLA,1574.0,AV SEGUROLA,Velez Sarsfield,Comuna 10,1407,C1407AOF
-58.4046145541558,-34.624262876231,49411233,FARMACIA,AV SAN JUAN,2844.0,AV SAN JUAN,San Cristobal,Comuna 3,1232,C1232AAX
-58.4060730796503,-34.5852706214863,48055608,FARMACIA,PEÑA,3119.0,PEÑA,Recoleta,Comuna 2,1425,C1425AVM
-58.4081036636079,-34.6338431289847,,FARMACIA,URQUIZA,1949.0,URQUIZA,Parque Patricios,Comuna 4,1243,C1243AEO
-58.4076606477471,-34.5982226654336,49617092,FARMACIA,AV CORDOBA,2850.0,AV CORDOBA,Balvanera,Comuna 3,1187,C1187AAP
-58.4625714425272,-34.5566952061337,47802302,FARMACIA,MANUEL UGARTE,2496.0,MANUEL UGARTE,Belgrano,Comuna 13,1428,C1428BSL
-58.414177805087,-34.6157031484916,39663376,FARMACIA,AV BELGRANO,3400.0,AV BELGRANO,Almagro,Comuna 5,1210,C1210AAO
-58.4540492525546,-34.6258266095213,46319494,FARMACIA,AV RIVADAVIA,6202.0,AV RIVADAVIA,Flores,Comuna 7,1406,C1406GLS
-58.4589647105148,-34.6083221845972,45814435,FARMACIA,NICASIO OROÑO,1500.0,NICASIO OROÑO,Caballito,Comuna 6,1416,C1416BZH
-58.3998578315131,-34.6099385305885,49534454,FARMACIA,AV RIVADAVIA,2358.0,AV RIVADAVIA,Balvanera,Comuna 3,1034,C1034ACP
-58.4637396629712,-34.5660091034919,45444668,FARMACIA,JURAMENTO,3123.0,JURAMENTO,Belgrano,Comuna 13,1428,C1428DOC
-58.4644312353192,-34.5532158776207,47018379,FARMACIA,AV CABILDO,3111.0,AV CABILDO,Nuñez,Comuna 13,1429,C1429AAC
-58.395287906288,-34.6033839505376,49536209,FARMACIA,LAVALLE,2000.0,LAVALLE,Balvanera,Comuna 3,1051,C1051ABD
-58.4418170789474,-34.5968095552312,48559367,FARMACIA,AV CORRIENTES,5541.0,AV CORRIENTES,Villa Crespo,Comuna 15,1414,C1414AJI
-58.4146262868729,-34.5942021219401,49632319,FARMACIA,HONDURAS,3702.0,HONDURAS,Palermo,Comuna 14,1180,C1180ACB
-58.4702389706626,-34.6890914128166,46050367 47120671,FARMACIA,CORRALES,6302.0,CORRALES,Villa Riachuelo,Comuna 8,1439,C1439DBH
-58.418829968725,-34.5890294178636,48261689,FARMACIA,PARAGUAY,3950.0,PARAGUAY,Palermo,Comuna 14,1425,C1425BSD
-58.4130560613068,-34.6152961582842,48642623,FARMACIA,AV BELGRANO,3301.0,AV BELGRANO,Almagro,Comuna 5,1210,C1210AAB
-58.4425682721584,-34.5623776834686,47838200 47846927/20,FARMACIA,AV DEL LIBERTADOR,5390.0,AV DEL LIBERTADOR,Belgrano,Comuna 13,1426,C1426BXO
-58.4901421846335,-34.6114425873973,46398650,FARMACIA,AV ALVAREZ JONTE,3402.0,AV ALVAREZ JONTE,Villa Santa Rita,Comuna 11,1407,C1407GOO
-58.4453868220867,-34.6295369115996,49880033,FARMACIA,AV DIRECTORIO,1249.0,AV DIRECTORIO,Caballito,Comuna 6,1406,C1406GZB
-58.4613780628269,-34.6360309867618,,FARMACIA,PEDERNERA,599.0,PEDERNERA,Flores,Comuna 7,1406,C1406EEK
-58.3947193546204,-34.6095620381014,49520501,FARMACIA,AV RIVADAVIA,2000.0,AV RIVADAVIA,Balvanera,Comuna 3,1033,C1033AAW
-58.3798354078335,-34.6504081314035,43018461,FARMACIA,SANTA MAGDALENA,668.0,SANTA MAGDALENA,Barracas,Comuna 4,1277,C1277ACH
-58.3802480041807,-34.6133768688265,43420011 43429400,FARMACIA,IRIGOYEN B.,430.0,IRIGOYEN B.,Monserrat,Comuna 1,1072,C1072AAJ
-58.3848829376941,-34.6135316275023,43814848,FARMACIA,AV BELGRANO,1314.0,AV BELGRANO,Monserrat,Comuna 1,1093,C1093AAO
-58.4350042827843,-34.567810699132,47750440,FARMACIA,JORGE NEWBERY,1742.0,JORGE NEWBERY,Palermo,Comuna 14,1426,C1426CXF
-58.4539366108133,-34.6011793056265,45847347,FARMACIA,AV JUAN B. JUSTO,3485.0,AV JUAN B. JUSTO,Villa Crespo,Comuna 15,1416,C1416DJB
-58.414800880336,-34.610941610501,,FARMACIA,AV RIVADAVIA,3426.0,AV RIVADAVIA,Almagro,Comuna 5,1203,C1203AAT
-58.4413796301484,-34.60825833453,49586766,FARMACIA,HIDALGO,945.0,HIDALGO,Caballito,Comuna 6,1405,C1405BCO
-58.3973892429704,-34.6182843444253,49412365,FARMACIA,AV INDEPENDENCIA,2199.0,AV INDEPENDENCIA,Balvanera,Comuna 3,1225,C1225AAD
-58.5219473663114,-34.6552020915186,46875024,FARMACIA,AV EMILIO CASTRO,7446.0,AV EMILIO CASTRO,Mataderos,Comuna 9,1408,C1408IGY
-58.3733831549131,-34.6220938324161,43001501,FARMACIA,AV SAN JUAN,546.0,AV SAN JUAN,San Telmo,Comuna 1,1147,C1147AAQ
-58.4467174227088,-34.6272291592607,44332558,FARMACIA,AV PEDRO GOYENA,1383.0,AV PEDRO GOYENA,Caballito,Comuna 6,1406,C1406GWC
-58.511792871028,-34.5954779368657,45042981,FARMACIA,AV FERNANDEZ DE ENCISO,4408.0,AV FERNANDEZ DE ENCISO,,,,
-58.3577496652149,-34.6347200967437,43011341 43022718 43036535,FARMACIA,SUAREZ,301.0,SUAREZ,Boca,Comuna 4,1162,C1162AEG
-58.481714736134,-34.6529777206552,46833470,FARMACIA,AV OLIVERA,1263.0,AV OLIVERA,Parque Avellaneda,Comuna 9,1407,C1407INM
-58.401907373814,-34.5907927278246,48229901,FARMACIA,DR. T.M. DE ANCHORENA,1737.0,DR. T.M. DE ANCHORENA,Recoleta,Comuna 2,1425,C1425ELM
-58.4077593500948,-34.6207888889186,49310880,FARMACIA,ESTADOS UNIDOS,3001.0,ESTADOS UNIDOS,San Cristobal,Comuna 3,1228,C1228ABA
-58.4030632327054,-34.611347554346,49511702,FARMACIA,SAAVEDRA,126.0,SAAVEDRA,Balvanera,Comuna 3,1083,C1083ACD
-58.4140365575914,-34.6052395107598,48656923/2856,FARMACIA,VALENTIN GOMEZ,3444.0,VALENTIN GOMEZ,Almagro,Comuna 5,1191,C1191AAN
-58.4889392397307,-34.5551595276257,45430140,FARMACIA,AV DR. RICARDO BALBIN,4114.0,AV DR. RICARDO BALBIN,Saavedra,Comuna 12,1430,C1430AAZ
-58.4747296927839,-34.6659616819456,46383493,FARMACIA,"DELLEPIANE, LUIS, TTE. GRAL.",4751.0,"DELLEPIANE, LUIS, TTE. GRAL.",Villa Lugano,Comuna 8,,
-58.4383751799988,-34.6086177164112,49821248,FARMACIA,AV DIAZ VELEZ,5079.0,AV DIAZ VELEZ,Caballito,Comuna 6,1405,C1405DCF
-58.3583184318142,-34.6366722811153,43021119,FARMACIA,AV ALMIRANTE BROWN,1361.0,AV ALMIRANTE BROWN,Boca,Comuna 4,1159,C1159ABF
-58.4627226907985,-34.5496713787035,47045941 47033054,FARMACIA,MANUELA PEDRAZA,2044.0,MANUELA PEDRAZA,Nuñez,Comuna 13,1429,C1429CCD
-58.4856184129425,-34.5823108860429,45231048,FARMACIA,BARZANA,1852.0,BARZANA,Villa Urquiza,Comuna 12,1431,C1431EAJ
-58.5004773057837,-34.6500148315741,46351428,FARMACIA,JUAN B. ALBERDI AV,5602.0,JUAN B. ALBERDI AV,Mataderos,Comuna 9,1440,C1440AAU
-58.4773996508167,-34.6252751718656,46191510,FARMACIA,MORON,3283.0,MORON,Floresta,Comuna 10,1406,C1406FVS
-58.3871097433077,-34.59843582542,48164096,FARMACIA,PARAGUAY,1402.0,PARAGUAY,Recoleta,Comuna 2,1061,C1061ABB
-58.4856644418242,-34.6427607556969,46743391,FARMACIA,JOSE E. RODO,4305.0,JOSE E. RODO,Parque Avellaneda,Comuna 9,1407,C1407HDM
-58.4469950301774,-34.6076241929122,45860107,FARMACIA,AV SAN MARTIN,1216.0,AV SAN MARTIN,Caballito,Comuna 6,1416,C1416CRN
-58.50766448599,-34.612047652701,45661683,FARMACIA,NOGOYA,4489.0,NOGOYA,Villa Devoto,Comuna 11,1417,C1417FOG
-58.4621126629322,-34.5668574195376,47801097,FARMACIA,ECHEVERRIA,3062.0,ECHEVERRIA,Belgrano,Comuna 13,1428,C1428DSD
-58.5010666662582,-34.585383770272,45711319,FARMACIA,AV GRAL. MOSCONI,2799.0,AV GRAL. MOSCONI,Villa Pueyrredon,Comuna 12,1419,C1419EQG
-58.4667085598048,-34.599714042609,45810384,FARMACIA,TRELLES,2502.0,TRELLES,Paternal,Comuna 15,1416,C1416BSD
-58.4083336112484,-34.610471473878,48673114,FARMACIA,AV RIVADAVIA,2952.0,AV RIVADAVIA,Balvanera,Comuna 3,1203,C1203AAO
-58.4145152903009,-34.5908347322588,48261440,FARMACIA,BULNES,1770.0,BULNES,Palermo,Comuna 14,1425,C1425DKD
-58.4729359210659,-34.5422860196881,47028869,FARMACIA,AV CABILDO,4599.0,AV CABILDO,Nuñez,Comuna 13,1429,C1429ABD
-58.4672394396747,-34.6457439072139,46371338,FARMACIA,AV EVA PERON,3699.0,AV EVA PERON,Parque Avellaneda,Comuna 9,1407,C1407HUA
-58.3918658136819,-34.6009526677646,43711217,FARMACIA,VIAMONTE,1734.0,VIAMONTE,San Nicolas,Comuna 1,1055,C1055ABH
-58.4694361152668,-34.5588811357878,,FARMACIA,AV CONGRESO,3101.0,AV CONGRESO,Coghlan,Comuna 12,1428,C1428BVY
-58.3934534257787,-34.5951088331096,48114787,FARMACIA,AV CALLAO,1180.0,AV CALLAO,Recoleta,Comuna 2,1023,C1023AAR
-58.423025044173,-34.6519954649286,49187677,FARMACIA,AV DEL BARCO CENTENERA,3111.0,AV DEL BARCO CENTENERA,Nueva Pompeya,Comuna 4,1437,C1437ACD
-58.4757067057461,-34.5880188264538,45212142,FARMACIA,BAUNESS,1099.0,BAUNESS,Parque Chas,Comuna 15,1427,C1427BCM
-58.4369036470455,-34.6218773675217,49037773,FARMACIA,RIGLOS,277.0,RIGLOS,Caballito,Comuna 6,1424,C1424AFE
-58.4093075162985,-34.6475013877121,49111555,FARMACIA,GRITO DE ASENCIO,3402.0,GRITO DE ASENCIO,Parque Patricios,Comuna 4,1437,C1437IMH
-58.3782141305875,-34.5974942621777,43110533,FARMACIA,PARAGUAY,797.0,PARAGUAY,Retiro,Comuna 1,1057,C1057AAI
-58.4824974159365,-34.6341585413263,46713330,FARMACIA,AV RIVADAVIA,8418.0,AV RIVADAVIA,Velez Sarsfield,Comuna 10,1407,C1407DYT
-58.4804234665376,-34.5731362175894,45213105,FARMACIA,AV OLAZABAL,4577.0,AV OLAZABAL,Villa Urquiza,Comuna 12,1431,C1431CGB
-58.4606906575127,-34.6212645555801,46332919,FARMACIA,AV BOYACA,508.0,AV BOYACA,Flores,Comuna 7,1406,C1406BHJ
-58.4450212355497,-34.5938438628299,48546842,FARMACIA,AV CORRIENTES,5901.0,AV CORRIENTES,Villa Crespo,Comuna 15,1414,C1414AJM
-58.4279123205948,-34.5873875958083,48314523,FARMACIA,COSTA RICA,4799.0,COSTA RICA,Palermo,Comuna 14,1414,C1414BSK
-58.4304623344309,-34.6118227566047,49585111,FARMACIA,BOGOTA,3.0,BOGOTA,Caballito,Comuna 6,1405,C1405CLA
-58.3623189307304,-34.6297606591143,43004525 43614397,FARMACIA,NECOCHEA,635.0,NECOCHEA,Boca,Comuna 4,1158,C1158ACG
-58.4879533157862,-34.5517648356665,45454818,FARMACIA,RUIZ HUIDOBRO,4062.0,RUIZ HUIDOBRO,Saavedra,Comuna 12,1430,C1430CJU
-58.3663683680033,-34.6278286788458,43620711,FARMACIA,PI Y MARGALL,781.0,PI Y MARGALL,Boca,Comuna 4,1155,C1155AHC
-58.4201452696669,-34.5856718556785,48332254,FARMACIA,CHARCAS,4043.0,CHARCAS,Palermo,Comuna 14,1425,C1425BNE
-58.405995568843,-34.6113969722355,49325039,FARMACIA,AV JUJUY,107.0,AV JUJUY,Balvanera,Comuna 3,1083,C1083AAB
-58.3754517184764,-34.6335813600082,43624068,FARMACIA,MONTES DE OCA,444.0,MONTES DE OCA,Barracas,Comuna 4,1270,C1270AAR
-58.4601448685073,-34.5543741396754,47818064,FARMACIA,AV CONGRESO,2182.0,AV CONGRESO,Belgrano,Comuna 13,1428,C1428BVF
-58.3802762545585,-34.5930365493711,43130808,FARMACIA,JUNCAL,912.0,JUNCAL,Retiro,Comuna 1,1062,C1062ABH
-58.4132205951203,-34.620519029308,49321913,FARMACIA,AV INDEPENDENCIA,3347.0,AV INDEPENDENCIA,Almagro,Comuna 5,1225,C1225ABC
-58.5270998922534,-34.6254854973774,46429071,FARMACIA,GALLARDO,1002.0,GALLARDO,Villa Real,Comuna 10,1408,C1408BST
-58.4870265925551,-34.555089421316,45462315,FARMACIA,AV DR. RICARDO BALBIN,4026.0,AV DR. RICARDO BALBIN,Saavedra,Comuna 12,1430,C1430AAY
-58.4901844291346,-34.6093239633273,,FARMACIA,CAMPANA,2323.0,CAMPANA,Villa Del Parque,Comuna 11,1417,C1417ACE
-58.4981208555712,-34.6374282853375,46837995,FARMACIA,AV RIVADAVIA,9502.0,AV RIVADAVIA,Villa Luro,Comuna 10,1407,C1407DZR
-58.4327683754497,-34.6211800661231,49022741,FARMACIA,FORMOSA,302.0,FORMOSA,Caballito,Comuna 6,1424,C1424BZH
-58.4968197264586,-34.6372679642371,46836015,FARMACIA,AV RIVADAVIA,9406.0,AV RIVADAVIA,Villa Luro,Comuna 10,1407,C1407DZQ
-58.4484608645117,-34.6398415464115,46322242,FARMACIA,AV CARABOBO,1295.0,AV CARABOBO,Flores,Comuna 7,1406,C1406DGM
-58.4778559687817,-34.6871818319455,46021039,FARMACIA,GUAMINI,4867.0,GUAMINI,Villa Riachuelo,Comuna 8,1439,C1439HAG
-58.5274159339648,-34.638181950598,46425100,FARMACIA,VIEDMA FRANCISCO DE,6967.0,VIEDMA FRANCISCO DE,Liniers,Comuna 9,1408,C1408AFE
-58.5134472259555,-34.6161812146516,45676067,FARMACIA,BERMUDEZ,2461.0,BERMUDEZ,Villa Devoto,Comuna 11,1417,C1417BWK
-58.4133978060447,-34.6336086302444,,FARMACIA,SALCEDO,3430.0,SALCEDO,Boedo,Comuna 5,1259,C1259ABR
-58.4894429340602,-34.6492956737593,46837750,FARMACIA,AV DIRECTORIO,4799.0,AV DIRECTORIO,Parque Avellaneda,Comuna 9,1407,C1407HGH
-58.4362009026116,-34.6008893593334,48545251,FARMACIA,AV CORRIENTES,5000.0,AV CORRIENTES,Villa Crespo,Comuna 15,1414,C1414AJP
-58.4063895909724,-34.5994008989586,49660330,FARMACIA,ECUADOR,918.0,ECUADOR,Balvanera,Comuna 3,1214,C1214ACP
-58.4558659957067,-34.6209405113759,46316084,FARMACIA,AV AVELLANEDA,1781.0,AV AVELLANEDA,Caballito,Comuna 6,1406,C1406FYC
-58.3757568022995,-34.623525505802,43075907,FARMACIA,COCHABAMBA,710.0,COCHABAMBA,San Telmo,Comuna 1,1150,C1150AAL
-58.4589471909313,-34.6041817505499,45810308,FARMACIA,AV SAN MARTIN,2211.0,AV SAN MARTIN,Paternal,Comuna 15,1416,C1416CRK
-58.4513363249567,-34.6372648102417,46311783,FARMACIA,AV CARABOBO,1000.0,AV CARABOBO,Parque Chacabuco,Comuna 7,1406,C1406DGW
-58.3851612734653,-34.605286621942,43723539,FARMACIA,SARMIENTO,1302.0,SARMIENTO,San Nicolas,Comuna 1,1041,C1041ABB
-58.4370737464628,-34.6166498871155,49029547,FARMACIA,ACOYTE,141.0,ACOYTE,Caballito,Comuna 6,1405,C1405BFB
-58.4547941191833,-34.5794452987762,45512290,FARMACIA,AV ALVAREZ THOMAS,900.0,AV ALVAREZ THOMAS,Chacarita,Comuna 15,1427,C1427CCV
-58.5057634495969,-34.6385629353582,46821899,FARMACIA,AV RIVADAVIA,10100.0,AV RIVADAVIA,Villa Luro,Comuna 10,1408,C1408AAN
-58.415328542092,-34.6386235264853,49240954,FARMACIA,AV CASEROS,3555.0,AV CASEROS,Boedo,Comuna 5,1263,C1263AAE
-58.3602967331592,-34.6310370423614,43621134,FARMACIA,NECOCHEA,799.0,NECOCHEA,Boca,Comuna 4,1158,C1158ACI
-58.4317036828905,-34.60177250699,48624276,FARMACIA,AV ESTADO DE ISRAEL,4784.0,AV ESTADO DE ISRAEL,Almagro,Comuna 5,1185,C1185AAT
-58.4381568427032,-34.5809028274438,47712234,FARMACIA,EL SALVADOR,5899.0,EL SALVADOR,Palermo,Comuna 14,1414,C1414BQI
-58.4461312898665,-34.6300106759108,44327038,FARMACIA,AV DIRECTORIO,1302.0,AV DIRECTORIO,Parque Chacabuco,Comuna 7,1406,C1406GZP
-58.4440294671873,-34.6270973368261,44324022,FARMACIA,AV PEDRO GOYENA,1176.0,AV PEDRO GOYENA,Caballito,Comuna 6,1406,C1406GWN
-58.5046246695545,-34.6538879981406,46870145,FARMACIA,AV JUAN B. ALBERDI,6102.0,AV JUAN B. ALBERDI,Mataderos,Comuna 9,1440,C1440AAZ
-58.460119594781,-34.5768928895886,45510439,FARMACIA,AV ELCANO,3501.0,AV ELCANO,Colegiales,Comuna 13,1426,C1426EJG
-58.4796584323218,-34.6088594709297,45881198,FARMACIA,CONDARCO,2105.0,CONDARCO,Villa Gral. Mitre,Comuna 11,1416,C1416AQU
-58.5253822857829,-34.62882923008,46410239,FARMACIA,ARREGUI,6560.0,ARREGUI,Versalles,Comuna 10,1408,C1408AVZ
-58.4072735831082,-34.6213036292543,49570322 49311035,FARMACIA,LA RIOJA,934.0,LA RIOJA,San Cristobal,Comuna 3,1221,C1221ACJ
-58.370399873097,-34.6299380392089,43007999,FARMACIA,AV REGIMIENTO DE PATRICIOS,38.0,AV REGIMIENTO DE PATRICIOS,Boca,Comuna 4,1265,C1265ADN
-58.4768319945333,-34.5502825790173,45427547,FARMACIA,PINTO,3899.0,PINTO,Saavedra,Comuna 12,1429,C1429APM
-58.4469730659282,-34.5738295992685,45557755,FARMACIA,AV FEDERICO LACROZE,2810.0,AV FEDERICO LACROZE,Colegiales,Comuna 13,1426,C1426CQO
-58.4419177395009,-34.6604090556553,,FARMACIA,AV LAFUENTE,2899.0,AV LAFUENTE,Villa Soldati,Comuna 8,1437,C1437BUF
-58.4828471246476,-34.6248609089754,46362670,FARMACIA,AV GAONA,4202.0,AV GAONA,Floresta,Comuna 10,1407,C1407FIR
-58.3979898051694,-34.6295782544561,43085084,FARMACIA,MATHEU,1702.0,MATHEU,Parque Patricios,Comuna 4,1249,C1249AAL
-58.4993319762485,-34.6190587147161,45676650,FARMACIA,SANABRIA,1880.0,SANABRIA,Monte Castro,Comuna 10,1407,C1407MCJ
-58.4320745115729,-34.5768346779096,47710450,FARMACIA,ANGEL J CARRANZA,2388.0,ANGEL J CARRANZA,Palermo,Comuna 14,1425,C1425FXF
-58.4941825564831,-34.6247356673436,45675197,FARMACIA,AV SEGUROLA,1200.0,AV SEGUROLA,Velez Sarsfield,Comuna 10,1407,C1407ANX
-58.4860429413539,-34.6312232048519,46718397,FARMACIA,AV SEGUROLA,296.0,AV SEGUROLA,Velez Sarsfield,Comuna 10,1407,C1407AND
-58.5085242383617,-34.6138937670216,46396643,FARMACIA,BAIGORRIA,4601.0,BAIGORRIA,Villa Devoto,Comuna 11,1417,C1417FSM
-58.4018671302175,-34.6239247124464,43082853,FARMACIA,AV SAN JUAN,2684.0,AV SAN JUAN,San Cristobal,Comuna 3,1232,C1232AAV
-58.4005846941656,-34.6233911929187,43083042,FARMACIA,AV SAN JUAN,2501.0,AV SAN JUAN,San Cristobal,Comuna 3,1232,C1232AAH
-58.475999780243,-34.6391714141047,46362164,FARMACIA,MARIANO ACOSTA,683.0,MARIANO ACOSTA,Parque Avellaneda,Comuna 9,1407,C1407KBM
-58.4605974997871,-34.5482100677688,47028426,FARMACIA,MANUELA PEDRAZA,1799.0,MANUELA PEDRAZA,Nuñez,Comuna 13,1429,C1429CBE
-58.3906225448921,-34.6336995025821,3041160 3049625,FARMACIA,AV ENTRE RIOS,2177.0,AV ENTRE RIOS,Parque Patricios,Comuna 4,1133,C1133AAJ
-58.4926723738491,-34.6362275186132,20500010,FARMACIA,AV RIVADAVIA,9123.0,AV RIVADAVIA,Velez Sarsfield,Comuna 10,1407,C1407DZA
-58.4507154777389,-34.5636916048406,47837446,FARMACIA,ARCOS,1739.0,ARCOS,Belgrano,Comuna 13,1426,C1426BGM
-58.4581354040197,-34.6161760981112,46315745,FARMACIA,TTE. GRAL. DONATO ALVAREZ,859.0,TTE. GRAL. DONATO ALVAREZ,Caballito,Comuna 6,1406,C1406BOG
-58.4491027696064,-34.6071691493355,45814788,FARMACIA,GRAL M A RODRIGUEZ,1284.0,GRAL M A RODRIGUEZ,Caballito,Comuna 6,1416,C1416CMD
-58.4288212096792,-34.6180786406603,49014445,FARMACIA,AV LA PLATA,283.0,AV LA PLATA,Caballito,Comuna 6,1184,C1184AAC
-58.3591485976829,-34.6362510260767,43028939,FARMACIA,OLAVARRIA,443.0,OLAVARRIA,Boca,Comuna 4,1162,C1162ABI
-58.4747683181999,-34.570238028393,45433286,FARMACIA,AV OLAZABAL,4012.0,AV OLAZABAL,Villa Urquiza,Comuna 12,1430,C1430BQT
-58.470972077534,-34.6272038742676,46375916,FARMACIA,AV NAZCA,411.0,AV NAZCA,Flores,Comuna 7,1406,C1406AJD
-58.5025347522062,-34.5946370649779,45010042,FARMACIA,AV SAN MARTIN,6199.0,AV SAN MARTIN,Agronomia,Comuna 15,1419,C1419IBE
-58.5177102884589,-34.619883180912,45688039,FARMACIA,AV LOPE DE VEGA,2284.0,AV LOPE DE VEGA,Villa Real,Comuna 10,1417,C1417COS
-58.4886404832315,-34.6669544166864,46015372,FARMACIA,MURGUIONDO,3096.0,MURGUIONDO,Villa Lugano,Comuna 8,1439,C1439FQD
-58.5001319020057,-34.5887600346541,45729306 45729255,FARMACIA,NAZCA,4392.0,NAZCA,Villa Pueyrredon,Comuna 12,1419,C1419DFT
-58.3718340439852,-34.6252351501634,43616114,FARMACIA,BRASIL,447.0,BRASIL,San Telmo,Comuna 1,1154,C1154AAE
-58.4393923922586,-34.6228710782724,49010974,FARMACIA,AV JUAN B. ALBERDI,787.0,AV JUAN B. ALBERDI,Caballito,Comuna 6,1424,C1424BYH
-58.3978699116349,-34.6297654808494,49416097,FARMACIA,MATHEU,1720.0,MATHEU,Parque Patricios,Comuna 4,1249,C1249AAL
-58.4150578879025,-34.5879924709174,48212118,FARMACIA,GUEMES,3732.0,GUEMES,Palermo,Comuna 14,1425,C1425BKR
-58.4879186688958,-34.6256648177475,45688873,FARMACIA,PEHUAJO,901.0,PEHUAJO,Floresta,Comuna 10,1407,C1407MNA
-58.4391413528292,-34.6106210916775,49821629,FARMACIA,ACOYTE,701.0,ACOYTE,Caballito,Comuna 6,1405,C1405BGF
-58.4358673837157,-34.6133957060418,49042046,FARMACIA,AV AVELLANEDA,390.0,AV AVELLANEDA,Caballito,Comuna 6,1405,C1405CNQ
-58.4304226936506,-34.5997339332345,48557767,FARMACIA,AV ESTADO DE ISRAEL,4601.0,AV ESTADO DE ISRAEL,Villa Crespo,Comuna 15,1185,C1185AAF
-58.4731320004995,-34.631860814744,46113290,FARMACIA,AV RIVADAVIA,7672.0,AV RIVADAVIA,Flores,Comuna 7,1406,C1406GMT
-58.4942364479559,-34.5971713221446,45049388/9389,FARMACIA,AV SAN MARTIN,5468.0,AV SAN MARTIN,Villa Del Parque,Comuna 11,1417,C1417DTO
-58.3804879131228,-34.6521047133576,43026607,FARMACIA,SANTO DOMINGO,2425.0,SANTO DOMINGO,Barracas,Comuna 4,1293,C1293AGA
-58.5255084186466,-34.6510932417127,,FARMACIA,MONTIEL,1100.0,MONTIEL,Liniers,Comuna 9,1408,C1408FVV
-58.4871383488651,-34.6407902709271,,FARMACIA,J B ALBERDI,4351.0,J B ALBERDI,Velez Sarsfield,Comuna 10,1407,C1407GZK
-58.3965676361936,-34.5999059245212,43734607,FARMACIA,AV CORDOBA,2064.0,AV CORDOBA,Balvanera,Comuna 3,1120,C1120AAP
-58.5226342694161,-34.64679989928,46414647,FARMACIA,COSQUIN,732.0,COSQUIN,Liniers,Comuna 9,1408,C1408GIR
-58.4529926529097,-34.6347810039187,46329239,FARMACIA,AV CARABOBO,717.0,AV CARABOBO,Flores,Comuna 7,1406,C1406DGH
-58.4115599801052,-34.6002031483151,48617025,FARMACIA,TUCUMAN,3253.0,TUCUMAN,Balvanera,Comuna 3,1189,C1189AAK
-58.3904957849826,-34.6179386655092,43814739,FARMACIA,AV INDEPENDENCIA,1701.0,AV INDEPENDENCIA,Monserrat,Comuna 1,1100,C1100ABE
-58.485384908922,-34.5881628827827,45740634,FARMACIA,AV CONSTITUYENTES,3601.0,AV CONSTITUYENTES,Parque Chas,Comuna 15,1431,C1431EXB
-58.4028513021157,-34.5874777862771,48066003,FARMACIA,PEÑA,2776.0,PEÑA,Recoleta,Comuna 2,1425,C1425AVF
-58.3768884737423,-34.6172394777738,43611802,FARMACIA,AV INDEPENDENCIA,767.0,AV INDEPENDENCIA,San Telmo,Comuna 1,1099,C1099AAH
-58.433812810496,-34.5682863891893,47717545,FARMACIA,MATIENZO BENJAMIN,1714.0,MATIENZO BENJAMIN,Palermo,Comuna 14,1426,C1426DAF
-58.4756972790968,-34.6524770277013,46834399,FARMACIA,DR. FLORENTINO AMEGHINO,1701.0,DR. FLORENTINO AMEGHINO,Parque Avellaneda,Comuna 9,1407,C1407JAY
-58.4360392547178,-34.6230111008182,49032528,FARMACIA,JUAN B. ALBERDI AV,593.0,JUAN B. ALBERDI AV,Caballito,Comuna 6,1424,C1424BYF
-58.4150493897834,-34.588829648233,48232776,FARMACIA,JERONIMO SALGUERO,1845.0,JERONIMO SALGUERO,Palermo,Comuna 14,1425,C1425DEC
-58.4085384756543,-34.6293998653414,49411198 46690155,FARMACIA,AV J. DE GARAY,3101.0,AV J. DE GARAY,San Cristobal,Comuna 3,1256,C1256ABA
-58.4219345622409,-34.5860984334822,,FARMACIA,ARMENIA,2217.0,ARMENIA,Palermo,Comuna 14,1425,C1425FBE
